pokedex_number	Name	type1	type2	abilities	hp	attack	defense	sp_attack	sp_defense	speed	Red	Blue	Blue (Japan)	Yellow	Gold	Silver	Crystal	Ruby	Sapphire	Emerald	FireRed	LeafGreen	Colosseum	XD	Diamond	Pearl	Platinum	HeartGold	SoulSilver	Pal Park	Black	White	Black 2	White 2	X	Y	Omega Ruby	Alpha Sapphire	Sun	Moon	Ultra Sun	Ultra Moon	Let's Go Pikachu	Let's Go Eevee	Sword	Shield	Expansion Pass	Brilliant Diamond	Shining Pearl	Legends: Arceus	Scarlet	Violet
#0787	Tapu Bulu	grass	fairy	['Grassy Surge', 'Telepathy']	70	130	115	85	95	75																													Ruins of Abundance (after becoming Champion) (Only one)	Ruins of Abundance (after becoming Champion) (Only one)	Ruins of Abundance (after becoming Champion) (Only one)	Ruins of Abundance (after becoming Champion) (Only one)	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0788	Tapu Fini	water	fairy	['Misty Surge', 'Telepathy']	70	75	115	95	130	85																													Ruins of Hope (after becoming Champion) (Only one)	Ruins of Hope (after becoming Champion) (Only one)	Ruins of Hope (after becoming Champion) (Only one)	Ruins of Hope (after becoming Champion) (Only one)	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0789	Cosmog	psychic		['Unaware']	43	29	31	29	31	37																													 Lake of the Sunne (Only one)	 Lake of the Moone (Only one)	 Lake of the Sunne (Only one)	 Lake of the Moone (Only one)	Unobtainable	Unobtainable	Pokémon HOMETradeVersion 1.3.0+	Pokémon HOMETradeVersion 1.3.0+	 Received from an elderly woman in Freezington after stopping Glastrier's/Spectrier's attack	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0790	Cosmoem	psychic		['Sturdy']	43	29	131	29	131	37																													Evolve Cosmog	Evolve Cosmog	Evolve Cosmog	Evolve Cosmog	Unobtainable	Unobtainable	Pokémon HOMETradeVersion 1.3.0+	Pokémon HOMETradeVersion 1.3.0+	 Evolve Cosmog	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0791	Solgaleo	psychic	steel	['Full Metal Body']	137	137	107	113	89	97																													 Altar of the Sunne (Only one)	 Trade	 Mahalo Trail (Only one)	 Trade	Unobtainable	Unobtainable	Pokémon HOMETradeVersion 1.3.0+	Pokémon HOMETradeVersion 1.3.0+		Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0792	Lunala	psychic	ghost	['Shadow Shield']	137	113	89	137	107	97																													 Trade	 Altar of the Moone (Only one)	 Trade	 Mahalo Trail (Only one)	Unobtainable	Unobtainable	Pokémon HOMETradeVersion 1.3.0+	Pokémon HOMETradeVersion 1.3.0+		Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0793	Nihilego	rock	poison	['Beast Boost']	109	53	47	127	131	103																													Diglett's Tunnel or Wela Volcano Park (Only one for either location)	Diglett's Tunnel or Wela Volcano Park (Only one for either location)	Ultra Deep Sea	Ultra Deep Sea	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0794	Buzzwole	bug	fighting	['Beast Boost']	107	139	139	53	53	79																													 Melemele Meadow (Only two)	 Trade	 Ultra Jungle	 Trade	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0795	Pheromosa	bug	fighting	['Beast Boost']	71	137	37	137	37	151																													 Trade	 Verdant Cavern (Only four)	 Trade	 Ultra Desert	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0796	Xurkitree	electric		['Beast Boost']	83	89	71	173	71	83																													Lush Jungle or Memorial Hill (Only two for either location)	Lush Jungle or Memorial Hill (Only two for either location)	Ultra Plant	Ultra Plant	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0797	Celesteela	steel	flying	['Beast Boost']	97	101	103	107	101	61																													 Trade	 Haina Desert or Malie Garden (Only two for either location)	 Trade	 Ultra Crater	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0798	Kartana	grass	steel	['Beast Boost']	59	181	131	59	31	109																													 Route 17 or Malie Garden (Only four for either location)	 Trade	 Ultra Forest	 Trade	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0799	Guzzlord	dark	dragon	['Beast Boost']	223	101	53	97	53	43																													Resolution Cave (Only one)	Resolution Cave (Only one)	Ultra Ruin	Ultra Ruin	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0800	Necrozma	psychic		['Prism Armor']	97	107	101	127	89	79																													Ten Carat Hill (Only one)	Ten Carat Hill (Only one)	Mount Lanakila (Only one)	Mount Lanakila (Only one)	Unobtainable	Unobtainable	Pokémon HOMETradeVersion 1.3.0+	Pokémon HOMETradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0801	Magearna	steel	fairy	['Soul-Heart']	80	95	115	130	115	65																													Hau'oli City (QR Scanner)	Hau'oli City (QR Scanner)	Hau'oli City (QR Scanner)	Hau'oli City (QR Scanner)	Unobtainable	Unobtainable	Pokémon HOMEVersion 1.2.0+	Pokémon HOMEVersion 1.2.0+		Unobtainable	Unobtainable	 Unobtainable	Pokémon HOME	Pokémon HOME
#0802	Marshadow	fighting	ghost	['Technician']	90	125	80	90	90	125																													Event	Event	Trade	Trade	Unobtainable	Unobtainable	Pokémon HOME Event	Pokémon HOME Event		Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0803	Poipole	poison		['Beast Boost']	67	73	67	73	67	73																													Unobtainable	Unobtainable	Received from SolieraUS/DulseUM in Megalo Tower or Ultra Megalopolis*	Received from SolieraUS/DulseUM in Megalo Tower or Ultra Megalopolis*	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Received from the Dynamax Adventure attendant in Max Lair	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0804	Naganadel	poison	dragon	['Beast Boost']	73	73	73	127	73	121																													Unobtainable	Unobtainable	Evolve Poipole	Evolve Poipole	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Evolve Poipole	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0805	Stakataka	rock	steel	['Beast Boost']	61	131	211	53	101	13																													Unobtainable	Unobtainable	 Trade	 Poni Grove (Only two)	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0806	Blacephalon	fire	ghost	['Beast Boost']	53	127	53	151	79	107																													Unobtainable	Unobtainable	 Poni Grove (Only two)	 Trade	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0807	Zeraora	electric		['Volt Absorb']	88	112	75	102	80	143																													Unavailable	Unavailable	Event	Event	Unobtainable	Unobtainable	Pokémon HOME	Pokémon HOME		Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0808	Meltan	steel		['Magnet Pull']	46	65	65	55	35	34																													Unavailable	Unavailable	Unavailable	Unavailable	Transfer from Pokémon GO	Transfer from Pokémon GO	Pokémon HOME	Pokémon HOME		Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0809	Melmetal	steel		['Iron Fist']	135	143	143	80	65	34																													Unavailable	Unavailable	Unavailable	Unavailable	Transfer from Pokémon GO after evolving Meltan	Transfer from Pokémon GO after evolving Meltan	Pokémon HOME	Pokémon HOME		Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0810	Grookey	grass		['Overgrow', 'Grassy Surge']	50	65	50	40	40	65																																			Starter Pokémon from Leon in Postwick	Starter Pokémon from Leon in Postwick		Unobtainable	Unobtainable	 Unobtainable	Pokémon HOME	Pokémon HOME
#0811	Thwackey	grass		['Overgrow', 'Grassy Surge']	70	85	70	55	60	80																																			Evolve Grookey	Evolve Grookey		Unobtainable	Unobtainable	 Unobtainable	Pokémon HOME	Pokémon HOME
#0812	Rillaboom	grass		['Overgrow', 'Grassy Surge']	100	125	90	60	70	85																																			Evolve Thwackey	Evolve Thwackey		Unobtainable	Unobtainable	 Unobtainable	Pokémon HOME	Pokémon HOME
#0813	Scorbunny	fire		['Blaze', 'Libero']	50	71	40	40	40	69																																			Starter Pokémon from Leon in Postwick	Starter Pokémon from Leon in Postwick		Unobtainable	Unobtainable	 Unobtainable	Pokémon HOME	Pokémon HOME
#0814	Raboot	fire		['Blaze', 'Libero']	65	86	60	55	60	94																																			Evolve Scorbunny	Evolve Scorbunny		Unobtainable	Unobtainable	 Unobtainable	Pokémon HOME	Pokémon HOME
#0815	Cinderace	fire		['Blaze', 'Libero']	80	116	75	65	75	119																																			Evolve Raboot	Evolve Raboot		Unobtainable	Unobtainable	 Unobtainable	Pokémon HOME, Poké Portal News	Pokémon HOME, Poké Portal News
#0816	Sobble	water		['Torrent', 'Sniper']	50	40	40	70	40	70																																			Starter Pokémon from Leon in Postwick	Starter Pokémon from Leon in Postwick		Unobtainable	Unobtainable	 Unobtainable	Pokémon HOME	Pokémon HOME
#0817	Drizzile	water		['Torrent', 'Sniper']	65	60	55	95	55	90																																			Evolve Sobble	Evolve Sobble		Unobtainable	Unobtainable	 Unobtainable	Pokémon HOME	Pokémon HOME
#0818	Inteleon	water		['Torrent', 'Sniper']	70	85	65	125	65	120																																			Evolve Drizzile	Evolve Drizzile		Unobtainable	Unobtainable	 Unobtainable	Pokémon HOME, Poké Portal News	Pokémon HOME, Poké Portal News
#0819	Skwovet	normal		['Cheek Pouch', 'Gluttony']	70	55	55	35	35	25																																			Routes 1 and 2, Slumbering WealdRoutes 3, 4, and 5, Rolling Fields, Motostoke Riverbank, North Lake Miloch, Dappled Grove, Watchtower Ruins (Berry trees)Rolling Fields, East Lake Axewell, Motostoke Riverbank, Bridge Field, Stony Wilderness (Max Raid Battle)Trade Bunnelby in Motostoke	Routes 1 and 2, Slumbering WealdRoutes 3, 4, and 5, Rolling Fields, Motostoke Riverbank, North Lake Miloch, Dappled Grove, Watchtower Ruins (Berry trees)Rolling Fields, East Lake Axewell, Motostoke Riverbank, Bridge Field, Stony Wilderness (Max Raid Battle)Trade Bunnelby in Motostoke	 Stepping-Stone Sea, Ballimere LakeFields of Honor, Soothing Wetlands, Challenge Beach, Forest of Focus, Training Lowlands, Workout Sea, Loop Lagoon, Stepping-Stone Sea, Insular Sea, Slippery Slope, Frostpoint Field, Giant's Bed, Giant's Foot, Ballimere Lake (Berry trees)	Unobtainable	Unobtainable	 Unobtainable	South Province: Area One, Area TwoTera Raid Battles (1★)	South Province: Area One, Area TwoTera Raid Battles (1★)
#0820	Greedent	normal		['Cheek Pouch', 'Gluttony']	120	95	95	55	75	20																																			Routes 6, 7, and 9, Axew's Eye, Bridge Field, Giant's Cap, Giant's Mirror, Giant's Seat, Hammerlocke Hills, Lake of Outrage, Motostoke Riverbank (Berry trees)Bridge Field (Wanderer)Bridge Field, Motostoke Riverbank, Stony Wilderness (Max Raid Battle)	Routes 6, 7, and 9, Axew's Eye, Bridge Field, Giant's Cap, Giant's Mirror, Giant's Seat, Hammerlocke Hills, Lake of Outrage, Motostoke Riverbank (Berry trees)Bridge Field (Wanderer)Bridge Field, Motostoke Riverbank, Stony Wilderness (Max Raid Battle)	 Slippery Slope, Frostpoint Field, Giant's Bed, Giant's Foot, Ballimere Lake (Berry trees)Giant's Bed, Ballimere Lake, Dyna Tree Hill (Wanderer)Loop Lagoon (Max Raid Battle)Max Lair (Dynamax Adventure)	Unobtainable	Unobtainable	 Unobtainable	South Province: Area SixEast Province: Tagtree ThicketWest Province: Area ThreeNorth Province: Area One, Dalizapa PassageTera Raid Battles (3★, 5★)	South Province: Area SixEast Province: Tagtree ThicketWest Province: Area ThreeNorth Province: Area One, Dalizapa PassageTera Raid Battles (3★, 5★)
#0821	Rookidee	flying		['Keen Eye', 'Unnerve', 'Big Pecks']	38	47	35	33	35	57																																			Routes 1, 2, and 3, Motostoke Riverbank, Slumbering WealdEast Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle)	Routes 1, 2, and 3, Motostoke Riverbank, Slumbering WealdEast Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle)		Unobtainable	Unobtainable	 Unobtainable	South Province: Area One, Area Three, Area FiveEast Province: Area One, Area Two, Area ThreeTera Raid Battles (1★)	South Province: Area One, Area Three, Area FiveEast Province: Area One, Area Two, Area ThreeTera Raid Battles (1★)
#0822	Corvisquire	flying		['Keen Eye', 'Unnerve', 'Big Pecks']	68	67	55	43	55	77																																			Giant's Mirror, Hammerlocke Hills, Motostoke RiverbankRoute 3 (Wanderer)East Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle)	Giant's Mirror, Hammerlocke Hills, Motostoke RiverbankRoute 3 (Wanderer)East Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle)	 Ballimere Lake	Unobtainable	Unobtainable	 Unobtainable	South Province: Area One, Area Three, Area FiveEast Province: Area One, Area Two, Area ThreeTera Raid Battles (3★)	South Province: Area One, Area Three, Area FiveEast Province: Area One, Area Two, Area ThreeTera Raid Battles (3★)
#0823	Corviknight	flying	steel	['Pressure', 'Unnerve', 'Mirror Armor']	98	87	105	53	85	67																																			Route 7, Dusty Bowl, Lake of Outrage, Slumbering WealdGiant's Cap, Hammerlocke Hills, Motostoke Riverbank, North Lake Miloch, Watchtower Ruins (Wanderer)East Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle)Giant's Cap (Max Raid Battle) (Gigantamax Factor)	Route 7, Dusty Bowl, Lake of Outrage, Slumbering WealdGiant's Cap, Hammerlocke Hills, Motostoke Riverbank, North Lake Miloch, Watchtower Ruins (Wanderer)East Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle)Giant's Cap (Max Raid Battle) (Gigantamax Factor)	 Ballimere Lake (Wanderer)	Unobtainable	Unobtainable	 Unobtainable	North Province: Area Two (Fighting Tera Type)Area ZeroTera Raid Battles (5★, 6★)	North Province: Area Two (Fighting Tera Type)Area ZeroTera Raid Battles (5★, 6★)
#0824	Blipbug	bug		['Swarm', 'Compoundeyes', 'Telepathy']	25	20	20	25	45	45																																			Routes 1 and 2, Giant's Cap, Slumbering WealdBridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle)	Routes 1 and 2, Giant's Cap, Slumbering WealdBridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle)	 Fields of Honor, Challenge Beach, Training Lowlands, Challenge Road, Workout Sea, Loop Lagoon, Stepping-Stone Sea, Insular Sea, Honeycalm Island	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0825	Dottler	bug	psychic	['Swarm', 'Compoundeyes', 'Telepathy']	50	35	80	50	90	30																																			Route 5, Giant's Cap, Giant's Mirror, Stony WildernessBridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle)	Route 5, Giant's Cap, Giant's Mirror, Stony WildernessBridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle)	 Fields of Honor (Max Raid Battle)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0826	Orbeetle	bug	psychic	['Swarm', 'Frisk', 'Telepathy']	60	45	110	80	120	90																																			Giant's Cap, Lake of Outrage, Slumbering Weald, Dappled GroveBridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle)Dappled Grove, Bridge Field (Max Raid Battle) (Gigantamax Factor)	Giant's Cap, Lake of Outrage, Slumbering Weald, Dappled GroveBridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle)Dappled Grove, Bridge Field (Max Raid Battle) (Gigantamax Factor)	 Fields of Honor (Max Raid Battle)Max Lair (Dynamax Adventure) (Gigantamax Factor)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0827	Nickit	dark		['Run Away', 'Unburden', 'Stakeout']	40	28	28	47	52	50																																			Routes 1 and 2, Dusty Bowl, Giant's Mirror, Stony WildernessWest Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)	Routes 1 and 2, Dusty Bowl, Giant's Mirror, Stony WildernessWest Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)		Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0828	Thievul	dark		['Run Away', 'Unburden', 'Stakeout']	70	58	58	87	92	90																																			Routes 7 and 9, Bridge Field, Hammerlocke Hills, Stony WildernessWest Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)	Routes 7 and 9, Bridge Field, Hammerlocke Hills, Stony WildernessWest Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)	 Max Lair (Dynamax Adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0829	Gossifleur	grass		['Cotton Down', 'Regenerator', 'Effect Spore']	40	40	60	40	60	10																																			Routes 2 and 3, Motostoke RiverbankBridge Field, Dappled Grove, Giant's Mirror, Stony Wilderness (Max Raid Battle)	Routes 2 and 3, Motostoke RiverbankBridge Field, Dappled Grove, Giant's Mirror, Stony Wilderness (Max Raid Battle)	 Ballimere Lake	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
#0830	Eldegoss	grass		['Cotton Down', 'Regenerator', 'Effect Spore']	60	50	90	80	120	60																																			Motostoke Riverbank, Dusty Bowl, Giant's Cap, Stony WildernessRoute 5 (Wanderer, one)Dappled Grove, Bridge Field, Stony Wilderness, Giant's Mirror (Max Raid Battle)	Motostoke Riverbank, Dusty Bowl, Giant's Cap, Stony WildernessRoute 5 (Wanderer, one)Dappled Grove, Bridge Field, Stony Wilderness, Giant's Mirror (Max Raid Battle)	 Ballimere Lake (Wanderer)Max Lair (Dynamax Adventure)	Unobtainable	Unobtainable	 Unobtainable	Unobtainable	Unobtainable
